name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes,logo,profileImage,businessImages,bio,foundedYear,teamSize,yearsExperience,zipCodes,serviceRadius,travelFee,googlePlaceId,testimonials,certifications,licenseNumber,insuranceAmount,specialties,emergencyAvailable,weekendAvailable,email,contactPerson,languages
Salem Hospital Laboratory,4.3,6.0,81 Highland Ave,"Salem, Massachusetts area",Salem,Massachusetts,US,https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/salem-hospital-blood-draw-lab-north-shore-physicians-group-hospital-main-campus,(978) 354-4497,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Salem%20Hospital%20Laboratory&query_place_id=ChIJhyVtu0A04ocRJScRZCUKnI8,No,No,"Salem, Massachusetts","Fixed hospital laboratory location, not a mobile phlebotomy service.",,,,"Salem Hospital Blood Draw Lab - North Shore Physicians Group - Hospital Main Campus | Mass General Brigham             Skip to cookie consent  Skip to main content  Skip to pause video preview  Skip to alerts  Skip to pause carousel                Site Selection  Changing the site selection will update the primary navigation
Vital Draws,,0.0,100 Cummings Center Suite 207P,"Beverly, Massachusetts area",Beverly,Massachusetts,US,https://www.vitaldraws.com/,(978) 702-3818,Home health care service,https://www.google.com/maps/search/?api=1&query=Vital%20Draws&query_place_id=ChIJFXAKXkcX44kRmj7PN1Q73fM,,,,,,,"https://static.wixstatic.com/media/fb34c9_893e47ee171548a7912b0343b6260d19~mv2.jpg/v1/fit/w_1280,h_720,q_90,enc_avif,quality_auto/fb34c9_893e47ee171548a7912b0343b6260d19~mv2.jpg,https://static.wixstatic.com/media/fb34c9_90f3060715f94dcc838c43f181707a05~mv2.png/v1/fit/w_1280,h_720,q_90,enc_avif,quality_auto/fb34c9_90f3060715f94dcc838c43f181707a05~mv2.png,https://static.wixstatic.com/media/fb34c9_22720c37c4034ee0a2e71760f8e211e7~mv2.jpg/v1/fit/w_1280,h_720,q_90,enc_avif,quality_auto/fb34c9_22720c37c4034ee0a2e71760f8e211e7~mv2.jpg",Vital Draws - Mobile Phlebotomy | Mobile Phlebotomy Services in Massachusetts                   top of page Call or Text Now: (978) 702-3818 Home Our Services About Us Contact Us Cancellation Policy More Use tab to navigate through the menu items. CONTACT US      OUR SERVICES   Routine Blood Draws    Fasting and Non-Fasting    STAT Orders    Urinalysis    PT/INR Monitoring    PRPs / PRFs    Mobile Phlebotomy Service for Medical Practices    Specialty/Research Lab Kits   WE SIMPLIFY BLOOD DRAWS FOR YOU IT'S PRIVATE We ensure your privacy as we perform vital blood draws and provide services right in the comfort of your home.,,,,1915,,,ChIJFXAKXkcX44kRmj7PN1Q73fM,,ASCP Certified,,,,False,False,info@vitaldraws.com,,English
Phlebotomy Lab | Boston Children's Hospital,,0.0,"Children's Hospital, 300 Longwood Ave","Boston, Massachusetts area",Boston,Massachusetts,US,https://www.childrenshospital.org/departments/laboratory-medicine,(617) 355-5618,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebotomy%20Lab%20%7C%20Boston%20Children's%20Hospital&query_place_id=ChIJRYJGLFV544kRlopZoiGCeM8,No,No,"Boston, Massachusetts",Fixed hospital laboratory facility. Provides phlebotomy services at main campus and satellite locations but does not offer mobile phlebotomy services.,,,,"Phlebotomy Lab | Boston Children's Hospital provides mobile phlebotomy services in Boston, Massachusetts.",,,,,,,ChIJRYJGLFV544kRlopZoiGCeM8,,ASCP Certified,,,,False,False,,,English
Beyond Mobile Health Inc.,5.0,9.0,361 Newbury St #450,"Boston, Massachusetts area",Boston,Massachusetts,US,http://www.beyondmobilehealth.com/,(857) 557-7197,Home health care service,https://www.google.com/maps/search/?api=1&query=Beyond%20Mobile%20Health%20Inc.&query_place_id=ChIJDR5as0t744kRnOnKy2d8U2U,Yes,Yes,"Multiple states (Georgia, South Carolina, North Carolina, Virginia, Washington D.C., Pennsylvania, New York, New Jersey, Illinois, Texas, California, New Hampshire, Rhode Island, Tennessee, Nevada, Florida, Maine, Delaware)",Mobile healthcare provider offering phlebotomy services alongside drug and alcohol testing. Note: Massachusetts/Boston not explicitly listed in their service areas.,https://lirp.cdn-website.com/548951ca/dms3rep/multi/opt/New+Logo-180w.png,,,"Mobile Healthcare Services | Beyond Mobile Health | MA, DC, TX                                  Userway widget by Webact                 PHONE 857- 557-7197    EMAIL info@beyondmobilehealth. com                                         Home       About Us       Services       Quality Health Care       Testimonials       Blog       FAQ       Contact Us       Privacy Policy       Beyond Mobile Health Elite Membership       Partner Page                                      PHONE 857- 857-557-7197    EMAIL info@beyondmobilehealth.",,7.0,,"2,203,302,115",,,ChIJDR5as0t744kRnOnKy2d8U2U,,ASCP Certified,,,Corporate,False,False,info@beyondmobilehealth.com,,English
Mass Mobile Phlebotomy Services LLC,4.1,13.0,361 Newbury St,"Boston, Massachusetts area",Boston,Massachusetts,US,http://www.beyondmobilehealth.com/,(857) 557-7197,Home health care service,https://www.google.com/maps/search/?api=1&query=Mass%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJS5njn6J944kRAoWpSsn8w8g,Yes,No,"Greater Boston area, Massachusetts, New Hampshire, Maine, Rhode Island",Mobile phlebotomy company providing home blood draw services in Massachusetts and select New England states.,https://lirp.cdn-website.com/548951ca/dms3rep/multi/opt/New+Logo-180w.png,,,com     Our Location    Massachusetts Location   361 Newbury St  Boston MA 02115  Washington D.,,7.0,,"2,203,302,115",,,ChIJS5njn6J944kRAoWpSsn8w8g,,ASCP Certified,,,Corporate,False,False,info@beyondmobilehealth.com,,English
"Global ProLab, Inc.",4.6,9.0,21 Vesey Rd,"Randolph, Massachusetts area",Randolph,Massachusetts,US,http://www.globalprolab.com/,(781) 885-0742,Blood testing service,https://www.google.com/maps/search/?api=1&query=Global%20ProLab%2C%20Inc.&query_place_id=ChIJG_eGTPKD5IkRH0-lVHnAJls,Yes,No,"All New England states (Maine, Vermont, New Hampshire, Massachusetts, Rhode Island, Connecticut)","Full service mobile phlebotomy lab since 2008. CLIA certified, GCP and IATA certified. Specializes in all phlebotomy techniques and specimen collection methods.",https://lirp-cdn.multiscreensite.com/a6a931c1/dms3rep/multi/opt/GlobalProlab_logo_final_--1920w.png,,,"Global ProLab Inc | Mobile Phlebotomy Services | New England | Boston                                      HOME       ABOUT       OUR SERVICES       SERVICES OVERVIEW       FOR INDIVIDUALS       Home Draws         FOR ORGANIZATIONS       Clinical Trials & Studies       Event Draws       On-site In-office Phlebotomist           BOOK APPOINTMENT       CAREERS       CONTACT US       For Individuals       For Organizations               781-885-0742                                 We go for blood ™   Literally. OUR SERVICES         HOME       ABOUT       OUR SERVICES       SERVICES OVERVIEW       Clinical Trials & Studies       Event Draws       Home Draws       On-site In-office Phlebotomist         CAREERS       CONTACT US       For Individuals       For Organizations             HOME       ABOUT       SERVICES OVERVIEW       CAREERS       CONTACT US       For Organizations       For Individuals             SCHEDULE APPOINTMENT       SCHEDULE APPOINTMENT          About   Global ProLab, Inc.",,,,,,,ChIJG_eGTPKD5IkRH0-lVHnAJls,,CERTIFIED,,,,False,True,info@globalprolab.com,,English
Mildred Elley - Pittsfield Campus,4.1,34.0,100 West St,"Pittsfield, Massachusetts area",Pittsfield,Massachusetts,US,https://www.mildred-elley.edu/campus/pittsfield/,(413) 358-4846,Medical school,https://www.google.com/maps/search/?api=1&query=Mildred%20Elley%20-%20Pittsfield%20Campus&query_place_id=ChIJ7f6gp0VO54kRPCoSZ-gJew4,No,No,"Pittsfield, Massachusetts","Medical school/educational institution, not a mobile phlebotomy service.",https://www.mildred-elley.edu/wp-content/uploads/2024/02/mildred-elley-logo.png,,,"Pittsfield, MA Campus - Mildred Elley                                   Skip to content     Student Portal Student Resources Student Services Faculty/Staff Guest Services Closings Toggle Navigation Home Academics Advanced Paralegal Studies Business Management Information Technology Medical Assistant Massage Therapy Nurse Aide Phlebotomy Practical Nursing Campuses Albany, NY New York, NY Pittsfield, MA Online Programs Admissions Top Reasons to Choose Mildred Elley Articulation Agreements Financial Aid Policies and Information Debt Management About Accreditations Disclosures Apply Now Request Info     Pittsfield       Mildred Elley Pittsfield, MA Campus The Pittsfield Campus is no longer enrolling new students in any program. Former Students and Alumni of the Mildred Elley Pittsfield Campus, all graduate records will be securely retained at the Albany Campus, located at 855 Central Avenue, Albany, NY 12205.",,,,"12,010,122,051,220,600,000",,,ChIJ7f6gp0VO54kRPCoSZ-gJew4,,NHA,,,,False,False,bconnors@mildred-elley.edu,Becky Connors,English
Pinnacle Mobile Phlebotomy,5.0,28.0,27620 Farmington Rd b2,"Farmington Hills, Michigan area",Farmington Hills,Michigan,US,http://www.thephlebotomist.net/,(877) 678-9551,Laboratory,https://www.google.com/maps/search/?api=1&query=Pinnacle%20Mobile%20Phlebotomy&query_place_id=ChIJ-xt6LYuwJIgRWYQem5co0_g,Yes,No,Michigan statewide,"Premier provider of concierge mobile phlebotomy in Michigan since 2013. CLIA certified lab offering blood draws, specimen collection, drug testing. Over 20 years of laboratory service experience.","https://static.wixstatic.com/media/8ecd61_ca70799d5f614d3ea5687b99c7f74ace~mv2.png/v1/crop/x_0,y_24,w_1450,h_1426/fill/w_120,h_118,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/external-file_edited_edited.png",,,"Home | United States | Pinnacle Mobile Phlebotomy                       top of page Home Services Service Locations Policy and Terms Terms of Service Privacy Policy About Us Donate Reviews More Use tab to navigate through the menu items. Schedule Now      Pinnacle Mobile Phlebotomy Our Purpose Bridging the gap seamlessly - we bring the lab directly to your doorstep, connecting patients, physicians, and laboratories with innovation and convenience.",,,,,,,ChIJ-xt6LYuwJIgRWYQem5co0_g,,"CERTIFIED,NHA",,,,False,False,info@thephlebotomist.net,,English
Compassionate Touch Lab Services,5.0,15.0,21225 Kelly Rd unit 5F,"Eastpointe, Michigan area",Eastpointe,Michigan,US,http://www.compassionatetouchlab.com/,(586) 328-7287,Laboratory,https://www.google.com/maps/search/?api=1&query=Compassionate%20Touch%20Lab%20Services&query_place_id=ChIJ3bGT0cvXJIgRNJ_T9oBRN_0,Yes,No,"Eastpointe, Michigan area","Mobile phlebotomy company led by D'Andra Hawkins with 20+ years medical experience. Offers blood draws, DOT/non-DOT drug screening, DNA testing, early gender reveal testing.","https://static.wixstatic.com/media/85f1d4_f24a7952a3a942a793c79626557ae048~mv2.png/v1/crop/x_0,y_957,w_5556,h_3569/fill/w_137,h_88,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/compassionatelogowebsite.png",,,"Compassionate Touch Lab Services | mobile lab | 21225 Kelly Rd unit 5f, Eastpointe, MI, USA              top of page Compassionate  Touch Labs Home About Us Our Services Contact MORE Use tab to navigate through the menu items. Compassionate Touch Lab Services ""Your Health, Our Heartbeat: Compassionate Care, Wherever You Are.",,,20.0,"2,122,548,021",,,ChIJ3bGT0cvXJIgRNJ_T9oBRN_0,,ASCP Certified,,,,False,False,info@compassionatetouchlab.com,,English
1 on 1 Phlebotomy,5.0,8.0,3200 Greenfield Rd,"Dearborn, Michigan area",Dearborn,Michigan,US,http://www.phlebotomyus.net/,(888) 509-8917,Laboratory,https://www.google.com/maps/search/?api=1&query=1%20on%201%20Phlebotomy&query_place_id=ChIJt2cKgM-vgocRsWT4P7DeR6M,Yes,No,Michigan statewide,Provides onsite and mobile phlebotomy and drug testing services throughout Michigan. DOT-compliant testing and concierge phlebotomy services.,,,,"Mobile Phlebotomy and Drug Testing Services in Michigan About Services Wellness Panels & Lab Services Contact FAQ Your Trusted Partner for Drug Testing & Phlebotomy Services At 1 on 1 Phlebotomy, we are an out-of-network provider offering DOT-compliant drug and alcohol testing along with professional concierge phlebotomy services. Thank you! - Olivia 1 on 1 Phlebotomy exceeded my expectations! The staff was on time and was able to finish all my employee's drug testing.",,,,,,,ChIJt2cKgM-vgocRsWT4P7DeR6M,,CERTIFIED,,,Nursing Homes,False,True,,,English
One-Stop Screenings LLC,4.8,50.0,36358 Garfield Rd Suite 3,"Clinton Township, Michigan area",Clinton Township,Michigan,US,https://one-stopscreenings.com/,(586) 350-0900,Blood testing service,https://www.google.com/maps/search/?api=1&query=One-Stop%20Screenings%20LLC&query_place_id=ChIJH4iQCIPZJIgR5I5hyNSsLts,No,No,"Clinton Township, Michigan","Fixed location blood testing service center, not a mobile phlebotomy service.",,,,"One-Stop Screenings LLC provides mobile phlebotomy services in Clinton Township, Michigan.",,,,,,,ChIJH4iQCIPZJIgR5I5hyNSsLts,,ASCP Certified,,,,False,False,,,English
"Mobile Phlebotomy Service Corporation,MPS",,0.0,9132 Norconk Rd,"Bear Lake, Michigan area",Bear Lake,Michigan,US,,(231) 299-7928,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Service%20Corporation%2CMPS&query_place_id=ChIJSdvpqD8dR0ARfm2NStwOy_g,Yes,No,"Bear Lake, Michigan area",Mobile phlebotomy service - company name clearly indicates mobile specialization.,,,,"Mobile Phlebotomy Service Corporation,MPS provides mobile phlebotomy services in Bear Lake, Michigan.",,,,,,,ChIJSdvpqD8dR0ARfm2NStwOy_g,,ASCP Certified,,,,False,False,,,English
"MPCM Services, Mobile Phlebotomy of Central Michigan",5.0,1.0,139 N Midland St,"Merrill, Michigan area",Merrill,Michigan,US,http://mpcmservices.com/,(989) 715-2050,Blood testing service,https://www.google.com/maps/search/?api=1&query=MPCM%20Services%2C%20Mobile%20Phlebotomy%20of%20Central%20Michigan&query_place_id=ChIJbf6Q9hw0IogRglHztzY393o,Yes,No,Central Michigan (Merrill and surrounding areas),Mobile phlebotomy service - company name clearly indicates mobile specialization in Central Michigan region.,"http://img1.wsimg.com/isteam/ip/026ce867-a08e-4c61-ba00-c0eecea1d524/mp-logo-lg.2%20sticker.jpg/:/rs=h:96,cg:true,m/qt=q:100/ll",,,"MPCM Services, Mobile Phlebotomy of Central Michigan provides mobile phlebotomy services in Merrill, Michigan.",,,,,,,ChIJbf6Q9hw0IogRglHztzY393o,,NHA,,,,False,False,,,English
Munson Laboratories at Grand Traverse Commerce Centre,3.3,40.0,3287 W South Airport Rd,"Traverse City, Michigan area",Traverse City,Michigan,US,https://www.munsonhealthcare.org/locations/location-details?practice=81,(231) 392-0380,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Munson%20Laboratories%20at%20Grand%20Traverse%20Commerce%20Centre&query_place_id=ChIJkRbXUKgzHogR6HJnIZkRrQE,No,No,"Traverse City, Michigan","Fixed medical laboratory location part of Munson Healthcare network, not a mobile phlebotomy service.",,,,South Airport Laboratory at Grand Traverse Commerce Centre | Munson Healthcare           Skip to main content       Where to Go for Care | Ask-a-Nurse: 231-935-0951 | Virtual Urgent Care | Visitor Policy | Closures Notice of Incorrect Billing Statements                     Toggle navigation            Main navigation    About    Blog    Careers     See All Positions    Cadillac Hospital    Charlevoix Hospital    Grayling Hospital    Kalkaska Memorial Health Center    Manistee Hospital    Munson Medical Center    Otsego Memorial Hospital    Paul Oliver Memorial Hospital      Give a Gift    Our Hospitals     Cadillac Hospital    Charlevoix Hospital    Grayling Hospital    Kalkaska Memorial Health Center    Manistee Hospital    Munson Medical Center    Otsego Memorial Hospital    Paul Oliver Memorial Hospital      Patient Portal    Virtual Visits     Virtual Visits    Virtual Urgent Care              Secondary Navigation    Find a Doctor    Locations    Services       Featured Services   Cancer  Heart  Maternity  Neurosciences  Orthopedics  Primary Care  Radiology  Stroke Services  Surgery      Neighborhood Services     Family Care  Home Health  Laboratory  Pharmacy  Physical Therapy  Urgent Care & Walk-in  Virtual Urgent Care  X-Ray and Imaging        Services (A-Z)    A    B    C    D    E    F    G    H    I    J    K    L    M    N    O    P    Q    R    S    T    U    V    W    X    Y    Z     View All Services          Patients & Visitors    Classes & Events    Search                     Apply   Apply          Related Search Terms No items found    Showing 0 Results                Locations              Breadcrumb    Home    Locations    South Airport Laboratory at Grand Traverse Commerce Centre                 Search Locations     Contacts and Locations    Services    Schedule an Appointment Online       South Airport Laboratory at Grand Traverse Commerce Centre    About Us Munson Outpatient Services at Grand Traverse Commerce Center provides expertise and quality services in Traverse City. Please visit the Main Lobby Lab in Munson Medical Center for necessary lab procedures.,,,,49684,,,ChIJkRbXUKgzHogR6HJnIZkRrQE,,ASCP Certified,,,,True,False,,,"English,Italian"
Versiti Blood Center of Michigan,4.6,33.0,2575 Aero-Park Dr,"Traverse City, Michigan area",Traverse City,Michigan,US,https://www.versiti.org/blood-donation-locations/michigan/traverse-city-blood-donation-center?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=Yext,(866) 642-5663,Blood bank,https://www.google.com/maps/search/?api=1&query=Versiti%20Blood%20Center%20of%20Michigan&query_place_id=ChIJH0L7egzNH4gRz6wwSUQ4Rrk,No,No,Michigan (blood donation centers),"Blood donation center/blood bank, not a mobile phlebotomy service.",https://media.versiti.org/versiti/Versiti-Logo.svg,,,"Versiti - Michigan Blood Donation Locations | Versiti                                                        About Us    Careers    Education    News    Resources       Donate Blood  Donate Blood  Donate Blood  Donate Blood  Donate Blood  Fund Research  Order          Ways to Give       Blood Donation   Where to Donate Blood Near You  Host A Blood Drive  Blood Donation FAQs  VersiPASS  Blood Types Explained  Importance of a Vibrant Blood Supply  Types of Donations  Welcoming More Donors: Strengthening Our Community, Saving More Lives  Beacon Club Loyalty Program  Be a Whole Blood Hero  Featured Blood Drives     Organ Tissue & Eye Donation   Become an Organ and Tissue Donor  Funding Organ and Tissue Donation  Community Resources  Connect the Dot  Hospital and Medical Partners  Organ & Tissue Donor Family Resources     Supporting Versiti   Funding Research  Endowed Chairs  Funding Blood Donation  Versiti Partnerships  Volunteering with Versiti  Join Versiti's Affiliate Program  Leaders For Life  Impact Stories  Share Your Story  Versiti on King           Blood Donation Locations        Impact Stories        Promotions and Sweepstakes        VersiPASS        Products and Services       Diagnostic Laboratories   Diagnostic Labs Test Menu  Donor Testing Laboratory  Immunohematology Reference Lab  Requisitions  Our Lab Directors  Our Genetic Counselors  Diagnostic Laboratories Conferences and Events  Diagnostic Labs Inquiry Form     Scientific Expertise   Immune-mediated Red Cell Destruction  Hematology Testing  Hematology Genetics Testing  Human Leukocyte Antigen (HLA) Typing  Chimerism Testing for Engraftment  HLA Loss of Heterozygosity  Human Platelet Antigen (HPA) Database  Our Transfusion Medicine and Hematology Physicians     Specialty Products and Services   Blood Products and Components  Clinical Trial Services  Therapeutic Apheresis & Cell Therapy Collections  Wholesale Drug Distribution           Blood Products and Components        Clinical Trial Services        Diagnostic Labs Test Menu        Resources and Forms        Blood Research Institute       Scientific Programs   Translational Hematology  Thrombosis & Hemostasis  Transfusion Medicine, Vascular Biology & Cellular Therapy  Hematopoiesis & Immunology     Our Investigators   Our Emeritus and Adjunct Investigators     BRI Education   Fellowships & Awards  Research Seminars  Research Training Opportunities     Join the BRI    Shared Core Facilities   Bioinformatics  Clinical Trials & Research Office  Flow Cytometry  Histology  Hybridoma  Microscopy  MRMC Hematology Biorepository  Molecular and Single Cell Biology  Protein  Office of Sponsored Programs  Office of Research Innovation & Technology Transfer  Thrombosis and Hemostasis  Viral Vectors           Scientific Programs        Our Investigators        Join Versiti Blood Research Institute        Shared Core Facilities        Hemophilia Patients       Comprehensive Center for Bleeding Disorders   Patient Pharmacy     Adult Hematology Program                 Search                          About Us    Careers    Education    News    Resources   Fund Research  Order               Ways to Give      Blood Donation   Where to Donate Blood Near You  Host A Blood Drive  Blood Donation FAQs  VersiPASS  Blood Types Explained  Importance of a Vibrant Blood Supply  Types of Donations  Welcoming More Donors: Strengthening Our Community, Saving More Lives  Beacon Club Loyalty Program  Be a Whole Blood Hero  Featured Blood Drives   Organ Tissue & Eye Donation   Become an Organ and Tissue Donor  Funding Organ and Tissue Donation  Community Resources  Connect the Dot  Hospital and Medical Partners  Organ & Tissue Donor Family Resources   Supporting Versiti   Funding Research  Endowed Chairs  Funding Blood Donation  Versiti Partnerships  Volunteering with Versiti  Join Versiti's Affiliate Program  Leaders For Life  Impact Stories  Share Your Story  Versiti on King        Products and Services      Diagnostic Laboratories   Diagnostic Labs Test Menu  Donor Testing Laboratory  Immunohematology Reference Lab  Requisitions  Our Lab Directors  Our Genetic Counselors  Diagnostic Laboratories Conferences and Events  Diagnostic Labs Inquiry Form   Scientific Expertise   Immune-mediated Red Cell Destruction  Hematology Testing  Hematology Genetics Testing  Human Leukocyte Antigen (HLA) Typing  Chimerism Testing for Engraftment  HLA Loss of Heterozygosity  Human Platelet Antigen (HPA) Database  Our Transfusion Medicine and Hematology Physicians   Specialty Products and Services   Blood Products and Components  Clinical Trial Services  Therapeutic Apheresis & Cell Therapy Collections  Wholesale Drug Distribution        Blood Research Institute      Scientific Programs   Translational Hematology  Thrombosis & Hemostasis  Transfusion Medicine, Vascular Biology & Cellular Therapy  Hematopoiesis & Immunology   Our Investigators   Our Emeritus and Adjunct Investigators   BRI Education   Fellowships & Awards  Research Seminars  Research Training Opportunities   Join the BRI  Shared Core Facilities   Bioinformatics  Clinical Trials & Research Office  Flow Cytometry  Histology  Hybridoma  Microscopy  MRMC Hematology Biorepository  Molecular and Single Cell Biology  Protein  Office of Sponsored Programs  Office of Research Innovation & Technology Transfer  Thrombosis and Hemostasis  Viral Vectors        Hemophilia Patients      Comprehensive Center for Bleeding Disorders   Patient Pharmacy   Adult Hematology Program       About Us  Careers  Education  News  Resources              Traverse City Blood Donation Center  Versiti blood bank in Traverse City, Michigan   Schedule At This Location             Home  Blood Donation Locations  Michigan Donation Locations  Traverse City Blood Donation Center           Hello, Traverse City! Ready to save lives today?                  Traverse City Blood Donation Center           2575 Aero-Park Drive Traverse City, MI 49686          866-642-5663         Monday: 7:00 a. ZIP Code Search                 Volunteer with Versiti  Volunteers provide an invaluable service to our lifesaving mission.",,,,49686,,,ChIJH0L7egzNH4gRz6wwSUQ4Rrk,,ASCP Certified,,,,False,True,,,English
Mobile Phlebotomist,5.0,2.0,7420 Unity Ave N,"Brooklyn Park, Minnesota area",Brooklyn Park,Minnesota,US,,(763) 445-9800,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomist&query_place_id=ChIJ5aOar7A7s1IR6YzsH8miXdE,Yes,No,"Brooklyn Park, Minnesota area",Mobile phlebotomist service - company name clearly indicates mobile specialization.,,,,"Mobile Phlebotomist provides mobile phlebotomy services in Brooklyn Park, Minnesota.",,,,,,,ChIJ5aOar7A7s1IR6YzsH8miXdE,,ASCP Certified,,,,False,False,,,English
KinnRidge Mobile Phlebotomy,5.0,4.0,9975 Valley View Rd suite f,"Eden Prairie, Minnesota area",Eden Prairie,Minnesota,US,https://www.kinnridgemobilephlebotomy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2909033922330665337,(612) 361-1381,Medical laboratory,https://www.google.com/maps/search/?api=1&query=KinnRidge%20Mobile%20Phlebotomy&query_place_id=ChIJ1avVWv0j9ocRIrzswR4Tedk,Yes,No,"Eden Prairie, Bloomington, Minnesota area","Mobile phlebotomy company founded in 2023 by Brion with 15+ years phlebotomy experience. Provides both mobile and clinic-based services, partnered with Ulta Labs.","https://static.wixstatic.com/media/f9dcb0_d359e8bb692745648c94356f96cc4e1d~mv2.png/v1/crop/x_19,y_25,w_104,h_105/fill/w_104,h_105,al_c,q_85,enc_avif,quality_auto/f9dcb0_d359e8bb692745648c94356f96cc4e1d~mv2.png",,,"Kinnridge Mobile Phlebotomy  | bloomington | 9975 Valley View Road suite f, Eden Prairie, MN, USA                 top of page Comfort. Opening Hours Monday - Friday: 9am-5pm  Closed Saturday and Sunday Our Services Service Information Schedule A Home/Work Visit 1 hr 62 US dollars $62 Book Now Explore Plans Schedule An Office Visit 15 min 62 US dollars $62 Book Now Explore Plans UltaLabs Patients 45 min Pricing may vary Pricing may vary Request to Book Explore Plans Schedule An Event 3 hr Prices Vary Prices Vary Book Now Explore Plans Contact Us 9975 Valley View Road  Suite F  Eden Prairie, MN (612) 361-1381 kinnridgemobilephlebotomy@gmail.",,,,,,,ChIJ1avVWv0j9ocRIrzswR4Tedk,,ASCP Certified,,,,False,True,kinnridgemobilephlebotomy@gmail.com,,English
