title,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url
Elite Phlebotomy Service,,0,8370 W Flagler St STE 222,,Miami,Florida,US,,(786) 424-8595,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy%20Service&query_place_id=ChIJ62Boyh-52YgRLPG1I7Fl5nI
Island Life Phlebotomy,5,4,100410 Overseas Hwy #305,,Key Largo,Florida,US,https://islandlifephlebotomy.org/,(305) 879-9077,Laboratory,https://www.google.com/maps/search/?api=1&query=Island%20Life%20Phlebotomy&query_place_id=ChIJsRD-P7Rp14gRj8wYrq40u84
Dynamic Touch Mobile Phlebotomy Staffing,5,6,1550 Madruga Ave,,Coral Gables,Florida,US,http://dynamictouchstaffing.com/,(561) 249-9081,Laboratory,https://www.google.com/maps/search/?api=1&query=Dynamic%20Touch%20Mobile%20Phlebotomy%20Staffing&query_place_id=ChIJ0XkM-mbH2YgRUkhqqzOE9lY
OneBlood,4.4,38,1855 N University Dr #1827,,Coral Springs,Florida,US,https://www.oneblood.org/?utm_source=gmb&utm_medium=yext,(954) 282-5195,Blood donation center,https://www.google.com/maps/search/?api=1&query=OneBlood&query_place_id=ChIJteZhzD8F2YgRIhqnoFHhUGY
A Gentle Touch Inc,5,61,500 S Australian Ave #636,,West Palm Beach,Florida,US,http://phlebprovider.com/,(561) 320-3071,Blood testing service,https://www.google.com/maps/search/?api=1&query=A%20Gentle%20Touch%20Inc&query_place_id=ChIJbTxVy-lTN04RynxU0ZBIBHg
Ruby’s Academy for Health Occupations,4.6,49,4735 N University Dr,,Lauderhill,Florida,US,http://www.rubysacademyhealth.com/,(954) 584-1970,Nursing school,https://www.google.com/maps/search/?api=1&query=Ruby%E2%80%99s%20Academy%20for%20Health%20Occupations&query_place_id=ChIJp5OnUd4G2YgR31Ic62tiD4A
iComply Testing Solutions | Pompano Beach - Drug Test - Paternity Test - Mobile Blood Test,5,37,555 S Pompano Pkwy Suite 3,,Pompano Beach,Florida,US,http://www.icomplytesting.com/,(954) 859-5981,Drug testing service,https://www.google.com/maps/search/?api=1&query=iComply%20Testing%20Solutions%20%7C%20Pompano%20Beach%20-%20Drug%20Test%20-%20Paternity%20Test%20-%20Mobile%20Blood%20Test&query_place_id=ChIJ32hqSGgD2YgRmoG9WQouWIQ
Chancellor Institute,4.5,56,2900 W Cypress Creek Rd STE 7,,Fort Lauderdale,Florida,US,https://ichancellor.edu/,(954) 400-0620,Nursing school,https://www.google.com/maps/search/?api=1&query=Chancellor%20Institute&query_place_id=ChIJZwxNZI4E2YgRIAO7F9Ice-I
Any Lab Test Now,3.9,21,1676 S Congress Ave,,Palm Springs,Florida,US,https://www.anylabtestnow.com/palm-springs-33461/,(561) 323-2114,Blood testing service,https://www.google.com/maps/search/?api=1&query=Any%20Lab%20Test%20Now&query_place_id=ChIJzwu6TB3Y2IgRACleTZwF5f8
LA Medical Associates,4.8,116,11000 Prosperity Farms Rd STE 206,,Palm Beach Gardens,Florida,US,https://www.lamedicalpb.com/,(561) 433-5577,Doctor,https://www.google.com/maps/search/?api=1&query=LA%20Medical%20Associates&query_place_id=ChIJnaadaNUr34gRf0ICM3DanBs
American Health Associates,2.7,7,15712 SW 41st St #16,,Davie,Florida,US,https://www.americanhealthassociates.com/,(954) 349-1160,Medical laboratory,https://www.google.com/maps/search/?api=1&query=American%20Health%20Associates&query_place_id=ChIJfxGayTan2YgRx5v2S_bhpEM
Bloom Direct Primary Care,5,15,8890 Terrene Ct,,Bonita Springs,Florida,US,http://www.bloomdirectprimarycare.com/,(239) 799-4181,Medical office,https://www.google.com/maps/search/?api=1&query=Bloom%20Direct%20Primary%20Care&query_place_id=ChIJ7waV-JMZ24gRxaH_fX27-pU
Centrum Health,4.9,110,3690 Davie Blvd,,Fort Lauderdale,Florida,US,https://www.centrumhealth.com/,(954) 833-0010,Medical clinic,https://www.google.com/maps/search/?api=1&query=Centrum%20Health&query_place_id=ChIJQ5-B60gH2YgRBxL_v9JPS9g
Care Resource Community Health Centers,4.6,640,3510 Biscayne Blvd,,Miami,Florida,US,https://careresource.org/,(305) 576-1234,Community health center,https://www.google.com/maps/search/?api=1&query=Care%20Resource%20Community%20Health%20Centers&query_place_id=ChIJ6ftNf1ax2YgRFPPtaeyev-8
SMH Care Center at Clark Road,4.3,29,5880 Rand Blvd,,Sarasota,Florida,US,https://www.smh.com/Home/Locations/Health-Care-Center-at-Clark-Road,(941) 917-5111,Medical clinic,https://www.google.com/maps/search/?api=1&query=SMH%20Care%20Center%20at%20Clark%20Road&query_place_id=ChIJDW1lUqNGw4gRsUMHVRAbznI
"CRCS Mobile Health, LLC",5,1,,,Miami Beach,Florida,US,https://crcshealth.com/?utm_campaign=gmb,(786) 654-8131,Health spa,https://www.google.com/maps/search/?api=1&query=CRCS%20Mobile%20Health%2C%20LLC&query_place_id=ChIJg4TkzYK12YgRLNncHDeLPyw
Encore Medical Research of Weston LLC,4.9,32,2685 Executive Park Dr Suites 7 & 8,,Weston,Florida,US,https://encoremedicalresearch.com/,(954) 777-8827,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Encore%20Medical%20Research%20of%20Weston%20LLC&query_place_id=ChIJe7MiEP-h2YgRYW0QD0PJIao
Millennium Physician Group - Naples Lab,4.9,171,6610 Willow Park Dr STE 101,,Naples,Florida,US,https://millenniumphysician.com/location/naples-willow-park-lab/,(239) 430-5571,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Millennium%20Physician%20Group%20-%20Naples%20Lab&query_place_id=ChIJI2ecic0d24gRNxfPPSrPENc
UNILAB Over 35years in business,4,39,2145 Davie Blvd,,Fort Lauderdale,Florida,US,http://unilabhealth.com/,(877) 522-5678,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UNILAB%20Over%2035years%20in%20business&query_place_id=ChIJ0SOZp7gA2YgRVKTme2v--a0
Radiant Recharge,5,55,466 SW Port St Lucie Blvd #114,,Port St. Lucie,Florida,US,https://www.radiantrecharge.com/,(772) 837-0500,Wellness center,https://www.google.com/maps/search/?api=1&query=Radiant%20Recharge&query_place_id=ChIJc_dyrc8bzWsRrb1iRV6QqUI
Immuno Laboratories,5,6,6801 Powerline Rd,,Fort Lauderdale,Florida,US,https://www.immunolabs.com/,(954) 691-2500,Laboratory,https://www.google.com/maps/search/?api=1&query=Immuno%20Laboratories&query_place_id=ChIJ6z3e2LoD2YgR9sPR0OjqTkA
Any Lab Test Now with Arcpoint Labs,4.6,173,23016 Sandalfoot Plaza Dr,,Boca Raton,Florida,US,https://www.anylabtestnow.com/boca-raton-33428/,(561) 237-5009,Blood testing service,https://www.google.com/maps/search/?api=1&query=Any%20Lab%20Test%20Now%20with%20Arcpoint%20Labs&query_place_id=ChIJeywTV5Ab2YgR0EJcO8Ip92s
Cell Science Systems,3.1,19,852 S Military Trail,,Deerfield Beach,Florida,US,https://cellsciencesystems.com/,(954) 426-2304,Laboratory,https://www.google.com/maps/search/?api=1&query=Cell%20Science%20Systems&query_place_id=ChIJq6qqqn4d2YgRJf8TTRwNo_I
DNA Profiles Inc.,5,179,1509 NE 167th St,,North Miami Beach,Florida,US,https://www.mydnaprofiles.com/,(305) 947-3990,Paternity testing service,https://www.google.com/maps/search/?api=1&query=DNA%20Profiles%20Inc.&query_place_id=ChIJiYDWbMat2YgRFpd6V4wFDC4
"Apex Laboratory, Inc.",2.8,31,800 NW 17th Ave,,Delray Beach,Florida,US,http://www.apexlabinc.com/,(561) 279-1852,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Apex%20Laboratory%2C%20Inc.&query_place_id=ChIJQbwf8w7f2IgRNoDyY6ErSJ4
VENI SOLUTIONS MOBILE PHLEBOTOMY,,0,Federal Hwy,,Boynton Beach,Florida,US,,(561) 710-0624,Laboratory,https://www.google.com/maps/search/?api=1&query=VENI%20SOLUTIONS%20MOBILE%20PHLEBOTOMY&query_place_id=ChIJ7dMFRPTf2IgR-kDK0SCMLvY
Angel Touch Mobile Phlebotomy Services LLC,5,9,920 Coral Ridge Dr,,Coral Springs,Florida,US,,(716) 708-3788,Blood testing service,https://www.google.com/maps/search/?api=1&query=Angel%20Touch%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJNe7Un7QP2YgRRZrqNlZmyFE
TLC Concierge Mobile Lab LLC,5,20,433 Plaza Real,,Boca Raton,Florida,US,http://tlcconciergemobilelab.com/,(213) 315-3909,Blood testing service,https://www.google.com/maps/search/?api=1&query=TLC%20Concierge%20Mobile%20Lab%20LLC&query_place_id=ChIJYa7DNcHj2IgR-uI8tTPppt0
A&M Labs & Wellness & Mobile Services,4.9,39,1500 W Cypress Creek Rd # 303,,Fort Lauderdale,Florida,US,http://amwelllabs.com/,(954) 687-1204,Blood testing service,https://www.google.com/maps/search/?api=1&query=A%26M%20Labs%20%26%20Wellness%20%26%20Mobile%20Services&query_place_id=ChIJD24ksN0D2YgRuQ2D_Xcx0sI
BLOODLNK LLC,4,5,2505 Flagler Ave,,Key West,Florida,US,,(866) 932-1097,Laboratory,https://www.google.com/maps/search/?api=1&query=BLOODLNK%20LLC&query_place_id=ChIJ54_rZNCx0YgRcrP_s88g8_8
A-1 Screenings/mobile services,5,5,856 Ellicott Cir NW,,Port Charlotte,Florida,US,http://getmea1.com/,(239) 691-1436,Drug testing service,https://www.google.com/maps/search/?api=1&query=A-1%20Screenings%2Fmobile%20services&query_place_id=ChIJ305LEmmp3IgRhEH1galIP4s
Phlebotek Solutions,5,29,333 Las Olas Way,,Fort Lauderdale,Florida,US,,(224) 400-6051,Medical group,https://www.google.com/maps/search/?api=1&query=Phlebotek%20Solutions&query_place_id=ChIJTcRjI34B2YgRNx5CBVV4CnI
Minustouchmobilephlebotomyservices.health,5,5,980 N Federal Hwy Suites 110,,Boca Raton,Florida,US,https://www.minustouchmobilephlebotomyservices.health/,(877) 637-4506,Health spa,https://www.google.com/maps/search/?api=1&query=Minustouchmobilephlebotomyservices.health&query_place_id=ChIJGZ6Am27h2IgRHi1p4Dj78JE
MyTest Diagnostics,4.6,31,9671 Gladiolus Dr #102,,Fort Myers,Florida,US,,(239) 935-7775,Medical laboratory,https://www.google.com/maps/search/?api=1&query=MyTest%20Diagnostics&query_place_id=ChIJVx2ACP4-24gRotxNwZvbzAU
K&E Medical Training Center,4.9,152,1469 Colonial Blvd #200,,Fort Myers,Florida,US,https://kemedicaltrainingcenter.com/,(239) 206-1967,Medical school,https://www.google.com/maps/search/?api=1&query=K%26E%20Medical%20Training%20Center&query_place_id=ChIJtcaTTaVr24gRoWUeFyws_2w
Mobile Labsblood Services LLC,5,9,1251 Taylor Ln Suite 6A 2,,Lehigh Acres,Florida,US,https://www.httpsmobilelabsblood.com/,(239) 483-5311,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Labsblood%20Services%20LLC&query_place_id=ChIJwcOalUECnkQRbMOBxziDYEY
Premier Mobile Phlebotomy,5,2,430 Muskegon Ave,,Fort Myers,Florida,US,,(239) 238-0992,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Premier%20Mobile%20Phlebotomy&query_place_id=ChIJ2ZXUH3IiskMRZKOWRDwEcmI
Lab Express,4.8,149,814 SW Pine Island Rd Suite 306,,Cape Coral,Florida,US,https://www.labexpressservices.com/,(239) 488-2457,Drug testing service,https://www.google.com/maps/search/?api=1&query=Lab%20Express&query_place_id=ChIJWdDbyClH24gRZ03W_eUZb6g
Hi Doc Medical Center | Physicals | Weight Loss | Travel Vaccines | Lab | Pre-surgical Clearance| Concierge Medicine,4.9,251,3040 E Commercial Blvd,,Fort Lauderdale,Florida,US,https://hidocmedical.com/,(954) 289-3065,Medical clinic,https://www.google.com/maps/search/?api=1&query=Hi%20Doc%20Medical%20Center%20%7C%20Physicals%20%7C%20Weight%20Loss%20%7C%20Travel%20Vaccines%20%7C%20Lab%20%7C%20Pre-surgical%20Clearance%7C%20Concierge%20Medicine&query_place_id=ChIJ96NHSi8B2YgRXC7lNFpTZ44
Hollywood Career Institute,4.8,499,1617 S 21st Ave,,Hollywood,Florida,US,http://hollywoodcareerinstitute.com/,(954) 866-3220,Medical school,https://www.google.com/maps/search/?api=1&query=Hollywood%20Career%20Institute&query_place_id=ChIJRTETe4Or2YgRAwOf_bGBMBE
Any Lab Test Now with Arcpoint Labs,4.7,54,955 N University Dr,,Coral Springs,Florida,US,https://www.anylabtestnow.com/coral-springs-33071/,(954) 906-5983,Blood testing service,https://www.google.com/maps/search/?api=1&query=Any%20Lab%20Test%20Now%20with%20Arcpoint%20Labs&query_place_id=ChIJ0ayIKj0F2YgRw_aYp8hDqJM
Cape Coral Technical College,4.3,64,360 Santa Barbara Blvd N,,Cape Coral,Florida,US,http://www.capecoraltech.edu/,(239) 574-4440,College,https://www.google.com/maps/search/?api=1&query=Cape%20Coral%20Technical%20College&query_place_id=ChIJG9r-TJ9G24gRQ-nYsOLmz-g
Mobile Home Care Phlebotomy,5,12,2037 Rookery Bay Dr,,Naples,Florida,US,,(954) 440-5830,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Home%20Care%20Phlebotomy&query_place_id=ChIJGQKVlm4XcmcRx1o2NM8EDHI
Apex Laboratories,1,1,601 N Congress Ave,South Florida,Delray Beach,Florida,US,https://apexlabinc.com/,(561) 279-1852,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Apex%20Laboratories&query_place_id=ChIJJZRdmvPf2IgRuxcdUmjHZiM
Access Medical Laboratories,5,1182,5151 Corporate Way,,Jupiter,Florida,US,https://accessmedlab.com/,(866) 720-8386,Blood testing service,https://www.google.com/maps/search/?api=1&query=Access%20Medical%20Laboratories&query_place_id=ChIJKx9v4I7V3ogRGJ5ylNGAQEA
Gifted Hands Phlebotomy Llc,5,1,4909 N Monroe St,,Tallahassee,Florida,US,https://www.giftedhandsphlebotomy24.org/,,Laboratory,https://www.google.com/maps/search/?api=1&query=Gifted%20Hands%20Phlebotomy%20Llc&query_place_id=ChIJM9zgMQD37IgRqy5Q_4y1m9I
Gentle Touch Laboratory,5,40,118 Conner St NE,,Live Oak,Florida,US,https://gentletouchfl.com/,(386) 205-2207,Drug testing service,https://www.google.com/maps/search/?api=1&query=Gentle%20Touch%20Laboratory&query_place_id=ChIJLZRO-5jf7ogRDBTebFmDgm4
Patel Labs - Quest,4.8,192,10800 Panama City Beach Pkwy #200,,Panama City Beach,Florida,US,http://www.patellabs850.com/,(850) 964-0808,Laboratory,https://www.google.com/maps/search/?api=1&query=Patel%20Labs%20-%20Quest&query_place_id=ChIJ8dTY2I-Pk4gR4kc51Vex1cg
Medi Check Direct,4.1,14,154 Hickory Ave W,,Crestview,Florida,US,http://www.medicheckdirect.com/,(850) 682-5222,Physical examination center,https://www.google.com/maps/search/?api=1&query=Medi%20Check%20Direct&query_place_id=ChIJOyXza6h0kYgRcA1V4rkTX-s
Jet Medical Center - Tallahassee,2.9,35,1838 Jaclif Ct,,Tallahassee,Florida,US,https://jetmedicalcenter.com/jet-medical-center/,(850) 889-1234,Medical Center,https://www.google.com/maps/search/?api=1&query=Jet%20Medical%20Center%20-%20Tallahassee&query_place_id=ChIJt1kKBAdf7IgRdsVa9FTtBHk
OneBlood,4.3,36,2696 Martin Luther King Jr Blvd,,Panama City,Florida,US,https://www.oneblood.org/?utm_source=gmb&utm_medium=yext,(850) 785-9398,Blood donation center,https://www.google.com/maps/search/?api=1&query=OneBlood&query_place_id=ChIJrxeUsc6Dk4gRpTh3WKZC6iU
Gifted Hands Mobile Phlebotomy Llc,,0,4909 N Monroe St,,Tallahassee,Florida,US,https://giftedhandsmobilephlebotomyllc.com/,(229) 254-9203,Medical office,https://www.google.com/maps/search/?api=1&query=Gifted%20Hands%20Mobile%20Phlebotomy%20Llc&query_place_id=ChIJj2A93p_37IgRbzxKa8c_8Hc
Any Lab Test Now,4.9,130,330 W 23rd St Suite H,,Panama City,Florida,US,https://www.anylabtestnow.com/panama-city-32405/,(850) 200-0180,Drug testing service,https://www.google.com/maps/search/?api=1&query=Any%20Lab%20Test%20Now&query_place_id=ChIJMxbakgeDk4gR-It1K2-cIUs
Divine Mobile Phlebotomy Services,5,5,4751 Best Rd Suite 400P,,Atlanta,Georgia,US,https://www.dmpservice.site/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9597214995333659934,(470) 829-0120,Laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ68_E0orj9IgR8-Fe-Ctu488
Caring Hands Mobile Phlebotomy,5,8,1445 Woodmont Ln NW suite 558,,Atlanta,Georgia,US,https://caringhandsphlebo.com/,(678) 603-4240,Laboratory,https://www.google.com/maps/search/?api=1&query=Caring%20Hands%20Mobile%20Phlebotomy&query_place_id=ChIJyZFLxBcZjggRPfCq2f8C8_c
Lifesouth Community Blood Centers,3.9,10,301 Woodrow Wilson Dr,,Valdosta,Georgia,US,http://lifesouth.org/,(229) 219-1616,Blood donation center,https://www.google.com/maps/search/?api=1&query=Lifesouth%20Community%20Blood%20Centers&query_place_id=ChIJJ9Tc_iRn7ogRlo7cysRJ7CQ
Hawaii Medical Training Center - Honolulu,4.8,72,900 N Nimitz Hwy Suite 202,,Honolulu,Hawaii,US,http://www.gohmtc.com/,(808) 392-3037,Medical school,https://www.google.com/maps/search/?api=1&query=Hawaii%20Medical%20Training%20Center%20-%20Honolulu&query_place_id=ChIJhzD7xT9kAHwRXMEmKLC1AHU
Lab Services at Idaho Elks Children's Pavilion: Boise,,0,305 E Jefferson St,,Boise,Idaho,US,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/lab-services-at-idaho-elks-childrens-pavilion,(208) 706-5437,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Lab%20Services%20at%20Idaho%20Elks%20Children's%20Pavilion%3A%20Boise&query_place_id=ChIJreCK27n5rlQRwIizouRp9xo
Valor Health,4,148,1202 E Locust St,,Emmett,Idaho,US,http://www.valorhealth.org/,(208) 365-3561,Hospital,https://www.google.com/maps/search/?api=1&query=Valor%20Health&query_place_id=ChIJD9vsQosJr1QRmagF5riNLPU
Interpath Laboratory Inc,2.2,29,8660 W Emerald St #102,,Boise,Idaho,US,http://www.interpathlab.com/,(208) 375-2350,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Interpath%20Laboratory%20Inc&query_place_id=ChIJzzRnAm5WrlQRPSnlztlH5f0
"St. Luke's Lab Services: Meridian, E. Copper Point Dr.",5,14,3041 E Copper Point Dr,,Meridian,Idaho,US,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/st-lukes-lab-services-meridian-e-copper-point-dr,(208) 706-9899,Blood testing service,https://www.google.com/maps/search/?api=1&query=St.%20Luke's%20Lab%20Services%3A%20Meridian%2C%20E.%20Copper%20Point%20Dr.&query_place_id=ChIJAfNBc8lRrlQRpISI5PEzBe0
Lab Services at St. Luke's Meridian Medical Center,3.8,18,520 S Eagle Rd,,Meridian,Idaho,US,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/lab-services-at-st-lukes-meridian-medical-center,(208) 706-1536,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lab%20Services%20at%20St.%20Luke's%20Meridian%20Medical%20Center&query_place_id=ChIJJxdByu5XrlQRNUg0dwZj0mU
North Idaho College Workforce Training Center,4.2,29,525 Clearwater Loop,,Post Falls,Idaho,US,https://www.nic.edu/wtc/,(208) 769-3333,Trade school,https://www.google.com/maps/search/?api=1&query=North%20Idaho%20College%20Workforce%20Training%20Center&query_place_id=ChIJbTtoi9_cYVMR9NEcTAci_pw
"Veinpire, Mobile Phlebotomy Services & Training",4.5,80,500 W North St,,Springfield,Illinois,US,http://veinpirellc.com/,(866) 503-3443,Vocational school,https://www.google.com/maps/search/?api=1&query=Veinpire%2C%20Mobile%20Phlebotomy%20Services%20%26%20Training&query_place_id=ChIJoT8qmUw5dYgRLj1ySI4OQIs
Northwestern Medicine Laboratory Services Huntley,4,8,"Medical Office, 10350 Haligus Rd Building 1",,Huntley,Illinois,US,https://www.nm.org/locations/huntley-hospital-laboratory-services?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_OTg5MDM4NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(630) 933-2633,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwestern%20Medicine%20Laboratory%20Services%20Huntley&query_place_id=ChIJz98Bb4cTD4gR6bqkC6TGkyE
NICL Laboratories,3.8,17,306 Era Dr,,Northbrook,Illinois,US,http://nicl.com/,(847) 509-9779,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NICL%20Laboratories&query_place_id=ChIJg-QJJka_D4gRQlIQfIvtDlU
STAT LABORATORY,5,1,10716 S Roberts Rd,,Palos Hills,Illinois,US,http://statlabinc.com/,(708) 608-8948,Medical laboratory,https://www.google.com/maps/search/?api=1&query=STAT%20LABORATORY&query_place_id=ChIJi75Bhf84DogRKjfnLraQldU
Trilab Health - Diagnostics,5,17,1780 Green Bay Rd Ste 205,,Highland Park,Illinois,US,https://g.page/r/Ce6o8dUQCnMFEAg/review,(847) 474-5391,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Trilab%20Health%20-%20Diagnostics&query_place_id=ChIJfUf1EJ_BD4gR7qjx1RAKcwU
NICL Laboratories - McHenry,4.7,7,4302 W Crystal Lake Rd Unit B,,McHenry,Illinois,US,http://www.nicl.com/,(815) 578-1547,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NICL%20Laboratories%20-%20McHenry&query_place_id=ChIJEz2kQG1xD4gRzP-Yyuhy1xY
Stars Academy School Of Phlebotomy,4.7,48,8077 W 95th St,,Hickory Hills,Illinois,US,http://www.stars-academy.net/,(708) 233-0590,Medical school,https://www.google.com/maps/search/?api=1&query=Stars%20Academy%20School%20Of%20Phlebotomy&query_place_id=ChIJkyTEhmo4DogRhnYVkOVEeAA
Stat Mobile Phlebotomy Laboratory,,0,1 O'Plaine Rd,,Gurnee,Illinois,US,https://www.smobilep.com/contact,(872) 813-4712,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Stat%20Mobile%20Phlebotomy%20Laboratory&query_place_id=ChIJXb-bx2ySD4gRwUkLqsVMAjo
Insurance Physical Services / In-Home Phlebotomy services,5,1,3664 Congressional Pkwy,,Elgin,Illinois,US,,(224) 227-7675,Home health care service,https://www.google.com/maps/search/?api=1&query=Insurance%20Physical%20Services%20%2F%20In-Home%20Phlebotomy%20services&query_place_id=ChIJ95hwT1iqD4gRjTsaIBvaqyQ
STAT MOBILE PHLEBOTOMY AND LABORATORY LLC,4.3,6,2835 Belvidere Rd Suit 112,,Waukegan,Illinois,US,http://www.smobilep.com/,(872) 813-4712,Laboratory,https://www.google.com/maps/search/?api=1&query=STAT%20MOBILE%20PHLEBOTOMY%20AND%20LABORATORY%20LLC&query_place_id=ChIJF8DbQOOTD4gR5ldbP0J6l1o
Northwestern Medicine Laboratory Services Crystal Lake,4.6,5,360 Station Dr Suite 150,,Crystal Lake,Illinois,US,https://www.nm.org/locations/laboratory-services-crystal-lake?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_OTg5MDQxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(630) 933-2633,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwestern%20Medicine%20Laboratory%20Services%20Crystal%20Lake&query_place_id=ChIJk_L3oslyD4gRcBFPx-0tHcQ
VIP Labs,5,1,722 W Exchange St,,Crete,Illinois,US,http://www.myviplabs.com/,(708) 852-3171,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VIP%20Labs&query_place_id=ChIJW8dxoPggcK0R0XFrKZQSkPA
HEALTH IS WEALTH MOBILE PHLEBOTOMY LLC,5,6,3212 Mallard Cove Ln suite d,,Fort Wayne,Indiana,US,https://www.healthiswealthmobile.com/,(260) 999-3387,Blood testing service,https://www.google.com/maps/search/?api=1&query=HEALTH%20IS%20WEALTH%20MOBILE%20PHLEBOTOMY%20LLC&query_place_id=ChIJjcv9s8bnFYgRdKnaj3r4eXw
"LabLife Phlebotomy Services,LLC",5,10,607 S Lake St,,Gary,Indiana,US,https://lablifephlebotomy.com/,(219) 285-1522,Medical laboratory,https://www.google.com/maps/search/?api=1&query=LabLife%20Phlebotomy%20Services%2CLLC&query_place_id=ChIJn5HtBinBEYgRc4_3WWjY7d4
American Health Associates,,0,10204 Lantern Rd,,Fishers,Indiana,US,https://www.americanhealthassociates.com/,(800) 522-7556,Medical laboratory,https://www.google.com/maps/search/?api=1&query=American%20Health%20Associates&query_place_id=ChIJT1lTrUqzFIgRVGJL9pBhhW0
Mobile phlebotomy plus LLC,,0,814 Main St,,Benton,Kentucky,US,,(270) 205-5008,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20phlebotomy%20plus%20LLC&query_place_id=ChIJVVVFDmNDeogRy_Ww-6U0EOo
Hazard ARH Lab,,0,100 Medical Center Dr Suite 103,,Hazard,Kentucky,US,https://providers.arh.org/location/Hazard%20ARH%20Lab/LOC0000132790?utm_source=gbp&utm_medium=yext,(606) 439-6666,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Hazard%20ARH%20Lab&query_place_id=ChIJT5VnU1HHRIgRGi8QAaJc88c
Highlands ARH Lab,,0,5000 KY-321 Suite 102,,Prestonsburg,Kentucky,US,https://providers.arh.org/location/Highlands%20ARH%20Lab/LOC0000132805?utm_source=gbp&utm_medium=yext,(606) 886-7775,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Highlands%20ARH%20Lab&query_place_id=ChIJfzl3UwwHRYgRho1zaUJUv1g
APPS Paramedical of Lexington,,0,1795 Alysheba Way UNIT 1003,,Lexington,Kentucky,US,http://www.appslive.com/,(859) 554-5006,Home health care service,https://www.google.com/maps/search/?api=1&query=APPS%20Paramedical%20of%20Lexington&query_place_id=ChIJk50IMT1PQogRsiOkpLKV0OM
Mercy Health - Lourdes Lab Services,5,1,1532 Lone Oak Rd,,Paducah,Kentucky,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-lourdes-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(270) 444-2148,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Lourdes%20Lab%20Services&query_place_id=ChIJa14cqWUbeogRRDRdkqJxsjQ
Owensboro Health Twin Lakes Medical Center Laboratory Services,4.8,23,910 Wallace Ave,,Leitchfield,Kentucky,US,https://www.owensborohealth.org/locations/ohmg-profile/owensboro-health-twin-lakes-medical-center-laboratory-services?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,(270) 259-9496,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Owensboro%20Health%20Twin%20Lakes%20Medical%20Center%20Laboratory%20Services&query_place_id=ChIJc1QFGX1Nb4gRNXjiLALxAlI
Mobile Phlebotomy Plus Lab Services,,0,,,Mayfield,Kentucky,US,,,,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Plus%20Lab%20Services&query_place_id=ChIJm-Qa7dAxeogR3SkvT4QYoDk
Mercy Health - Paducah Lab Services,4.5,2,225 Medical Center Dr Suite 201A,,Paducah,Kentucky,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-paducah-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(270) 444-4252,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Paducah%20Lab%20Services&query_place_id=ChIJRx-vy-YbeogRZ-xgwveHzzg
